"","Set_ID","Name","Year","Theme","Theme_Group","Subtheme","Category","Packaging","Num_Instructions","Availability","Pieces","Minifigures","Owned","Rating","USD_MSRP","Total_Quantity","Current_Price"
"7022","4623-1","Pink Brick Box",2012,"Duplo","Pre-school",NA,"Normal","Tub",2,"Retail",30,0,285,0,14.99,0,NA
"7023","4624-1","Brick Box Green",2012,"Duplo","Pre-school",NA,"Normal","Tub",2,"Retail",31,0,320,0,14.99,0,NA
"7024","4625-1","Pink Brick Box",2012,"Bricks and More","Basic",NA,"Normal","Tub",4,"Retail",224,1,1167,0,14.99,0,NA
"7025","4626-1","Farm Brick Box",2012,"Bricks and More","Basic",NA,"Normal","Tub",4,"Retail",232,1,976,3.8,14.99,0,NA
"7026","4627-1","Fun With Bricks",2012,"Duplo","Pre-school",NA,"Normal","Box",2,"Retail",85,0,266,0,29.99,0,NA
"7027","4628-1","Fun With Bricks",2012,"Bricks and More","Basic",NA,"Normal","Box",3,"Retail",600,0,901,0,29.99,0,NA
"7028","4629-1","Build & Play Box",2012,"Duplo","Pre-school",NA,"Normal","Box",2,"Retail",150,0,106,0,59.99,0,NA
"7029","4630-1","Build & Play Box",2012,"Make and Create","Basic",NA,"Normal","Box",2,"Retail",1000,0,412,0,NA,0,NA
"7030","4631-1","My First Build",2012,"Duplo","Pre-school",NA,"Normal","Box",2,"Retail",59,1,340,0,24.99,0,NA
"7031","4632-1","Building Plates",2012,"Duplo","Pre-school","Accessories","Normal","Shrink-wrapped",0,"Retail",3,0,499,0,9.99,0,NA
"7032","4635-1","Fun With Vehicles",2012,"Bricks and More","Basic",NA,"Normal","Box",7,"Retail",525,2,1259,3.5,29.99,0,NA
"7033","4636-1","Police Building Set",2012,"Bricks and More","Basic",NA,"Normal","Box",3,"Retail",130,2,1512,3,9.99,0,NA
"7034","4637-1","Safari Building Set",2012,"Bricks and More","Basic",NA,"Normal","Box",3,"Retail",152,2,1751,3.7,9.99,0,NA
"7035","5882-1","Ambush Attack",2012,"Dino","Action/Adventure",NA,"Normal","Box",2,"Retail",80,1,5505,3.8,11.99,0,NA
"7036","5883-1","Tower Takedown",2012,"Dino","Action/Adventure",NA,"Normal","Box",2,"Retail",136,1,3976,3.8,19.99,1,49.99
"7037","5884-1","Raptor Chase",2012,"Dino","Action/Adventure",NA,"Normal","Box",2,"Retail",259,2,3470,4,29.99,4,76.491
"7038","5885-1","Triceratops Trapper",2012,"Dino","Action/Adventure",NA,"Normal","Box",2,"Retail",271,2,3071,4.2,49.99,1,125
"7039","5886-1","T-Rex Hunter",2012,"Dino","Action/Adventure",NA,"Normal","Box",4,"Retail",480,2,2546,4.1,69.99,2,109.99
"7040","5887-1","Dino Defense HQ",2012,"Dino","Action/Adventure",NA,"Normal","Box",6,"Retail",793,4,2432,4.1,99.99,0,NA
"7041","5888-1","Ocean Interceptor",2012,"Dino","Action/Adventure",NA,"Normal","Box",2,"Retail - limited",222,2,1331,4.1,34.99,0,NA
"7042","6132-1","Red",2012,"Duplo","Pre-school","Cars","Normal","Box",0,"Retail",13,1,469,0,14.99,0,NA
"7043","6133-1","Race Day",2012,"Duplo","Pre-school","Cars","Normal","Box",0,"Retail",26,2,269,0,24.99,0,NA
"7044","6134-1","Siddeley Saves The Day",2012,"Duplo","Pre-school","Cars","Normal","Box",2,"Retail",34,3,340,0,34.99,0,NA
"7045","6141-1","My First Farm",2012,"Duplo","Pre-school","Farm","Normal","Box",2,"Retail",62,1,357,0,24.99,0,NA
"7046","6143-1","Racing Team",2012,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",34,2,267,0,NA,0,NA
"7047","6144-1","Zoo Train",2012,"Duplo","Pre-school","Zoo","Normal","Box",0,"Retail",12,1,427,0,NA,0,NA
"7048","6146-1","Tow Truck",2012,"Duplo","Pre-school",NA,"Normal","Box",0,"Retail",17,1,239,0,NA,0,NA
"7049","6151-1","Sleeping Beauty's Room",2012,"Duplo","Pre-school","Disney Princess","Normal","Box",0,"Retail",16,1,507,0,12.99,0,NA
"7050","6152-1","Snow White's Cottage",2012,"Duplo","Pre-school","Disney Princess","Normal","Box",0,"Retail",28,1,636,0,14.99,0,NA
"7051","6153-1","Cinderella's Carriage",2012,"Duplo","Pre-school","Disney Princess","Normal","Box",0,"Retail",20,1,837,0,24.99,0,NA
"7052","6154-1","Cinderella's Castle",2012,"Duplo","Pre-school","Disney Princess","Normal","Box",2,"Retail",77,2,665,0,39.99,0,NA
"7053","6156-1","Photo Safari",2012,"Duplo","Pre-school","Zoo","Normal","Box",1,"Retail",67,3,700,0,59.99,0,NA
"7054","6157-1","The Big Zoo",2012,"Duplo","Pre-school","Zoo","Normal","Box",1,"Retail",147,4,459,0,89.99,0,NA
"7055","6158-1","Animal Clinic",2012,"Duplo","Pre-school","Zoo","Normal","Box",1,"Retail",62,2,328,0,39.99,0,NA
"7056","6168-1","Fire Station",2012,"Duplo","Pre-school","Fire","Normal","Box",1,"Retail",63,2,440,0,NA,0,NA
"7057","6169-1","Fire Chief",2012,"Duplo","Pre-school","Fire","Normal","Box",0,"Retail",6,1,799,0,9.99,0,NA
"7058","6171-1","Gas Station",2012,"Duplo","Pre-school",NA,"Normal","Box",2,"Retail",45,2,277,0,29.99,0,NA
"7059","6172-1","Zoo Truck",2012,"Duplo","Pre-school","Zoo","Normal","Box",0,"Retail",8,1,582,0,19.99,0,NA
"7060","6173-1","Panda",2012,"Duplo","Pre-school","Zoo","Normal","Box",0,"Retail",8,1,688,0,7.99,0,NA
"7061","6200-2","EVO",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",0,"Retail",36,0,1962,3.9,8.99,0,NA
"7062","6201-1","TOXIC REAPA",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",42,0,1910,4,8.99,0,NA
"7063","6202-1","ROCKA",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",55,0,2170,4.2,12.99,0,NA
"7064","6203-1","BLACK PHANTOM",2012,"HERO Factory","Constraction","Breakout","Normal","Box",3,"Retail",124,0,1768,4.2,19.99,0,NA
"7065","6216-1","JAWBLADE",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",45,0,1790,3.7,8.99,0,NA
"7066","6217-1","SURGE",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",39,0,1927,3.8,8.99,0,NA
"7067","6218-1","SPLITFACE",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",50,0,1619,4,12.99,0,NA
"7068","6221-1","NEX",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",39,0,1442,3.5,8.99,0,NA
"7069","6222-1","CORE HUNTER",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",51,0,1446,4.1,12.99,1,55.55
"7070","6223-1","BULK",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",61,0,1407,4,12.99,0,NA
"7071","6227-1","BREEZ",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",55,0,1370,4.1,12.99,1,39.9
"7072","6228-1","THORNRAXX",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",44,0,1362,4,12.99,0,NA
"7073","6229-1","XT4",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",39,0,1524,3.7,8.99,0,NA
"7074","6230-1","STORMER XL",2012,"HERO Factory","Constraction","Breakout","Normal","Box",3,"Retail",89,0,1525,3.9,34.99,2,59.95
"7075","6231-1","SPEEDA DEMON",2012,"HERO Factory","Constraction","Breakout","Normal","Box",3,"Retail",192,0,1131,4.4,34.99,0,NA
"7076","6282-1","STRINGER",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",42,0,1660,3.9,8.99,0,NA
"7077","6283-1","VOLTIX",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",61,0,1591,3.7,12.99,0,NA
"7078","6293-1","FURNO",2012,"HERO Factory","Constraction","Breakout","Normal","Foil pack",3,"Retail",56,0,1706,3.9,12.99,0,NA
"7079","6758-1","Grow Caterpillar Grow!",2012,"Duplo","Pre-school",NA,"Normal","Blister pack",0,"Retail",17,0,362,0,12.99,0,NA
"7080","6759-1","Busy Farm",2012,"Duplo","Pre-school",NA,"Normal","Blister pack",0,"Retail",15,0,371,0,12.99,0,NA
"7081","6760-1","Let's Go! Vroom!",2012,"Duplo","Pre-school",NA,"Normal","Blister pack",0,"Retail",12,0,275,0,12.99,0,NA
"7082","6784-1","Creative Sorter",2012,"Duplo","Pre-school",NA,"Normal","Tub",0,"Retail",23,0,328,0,19.99,0,NA
"7083","6785-1","Creative Cakes",2012,"Duplo","Pre-school",NA,"Normal","Other",2,"Retail",55,0,508,0,24.99,0,NA
"7084","6857-1","The Dynamic Duo Funhouse Escape",2012,"DC Comics Super Heroes","Licensed","Batman","Normal","Box",4,"Retail - limited",380,5,7842,4,39.99,16,79.99
"7085","6858-1","Catwoman Catcycle City Chase",2012,"DC Comics Super Heroes","Licensed","Batman","Normal","Box",2,"Retail",89,2,13421,3.6,12.99,17,18.354
"7086","6860-1","The Batcave",2012,"DC Comics Super Heroes","Licensed","Batman","Normal","Box",8,"Retail",690,5,8441,4,69.99,11,109
"7087","6862-2","Superman vs. Power Armor Lex",2012,"DC Comics Super Heroes","Licensed","Superman","Normal","Box",0,"Retail",207,3,13586,3.9,19.99,46,27.99
"7088","6863-1","Batwing Battle Over Gotham City",2012,"DC Comics Super Heroes","Licensed","Batman","Normal","Box",4,"Retail",278,3,8556,3.9,34.99,24,52.99
"7089","6864-1","Batmobile and the Two-Face Chase",2012,"DC Comics Super Heroes","Licensed","Batman","Normal","Box",6,"Retail",531,5,7738,3.9,49.99,12,88.099
"7090","6865-1","Captain America's Avenging Cycle",2012,"Marvel Super Heroes","Licensed","The Avengers","Normal","Box",2,"Retail",72,3,11533,3.5,12.99,23,27.0665
"7091","6866-1","Wolverine's Chopper Showdown",2012,"Marvel Super Heroes","Licensed","X-Men","Normal","Box",4,"Retail",199,3,11321,4.1,19.99,6,200
"7092","6867-1","Loki's Cosmic Cube Escape",2012,"Marvel Super Heroes","Licensed","The Avengers","Normal","Box",4,"Retail",181,3,11509,3.8,19.99,3,50
"7093","6868-1","Hulk's Helicarrier Breakout",2012,"Marvel Super Heroes","Licensed","The Avengers","Normal","Box",4,"Retail",389,4,7885,3.7,49.99,3,74.6558
"7094","6869-1","Quinjet Aerial Battle",2012,"Marvel Super Heroes","Licensed","The Avengers","Normal","Box",8,"Retail",735,5,8162,4.2,69.99,7,129
"7095","6873-1","Spider-Man's Doc Ock Ambush",2012,"Marvel Super Heroes","Licensed","Ultimate Spider-Man","Normal","Box",4,"Retail - limited",295,3,5205,3.6,29.99,12,52.2591
"7096","6910-1","Mini Sports Car",2012,"Creator","Model making","3 in 1","Normal","Plastic canister",2,"Retail",70,0,3852,3.1,5.99,1,5
"7097","6911-1","Mini Fire Truck",2012,"Creator","Model making","3 in 1","Normal","Plastic canister",2,"Retail",69,0,4732,3.3,5.99,0,NA
"7098","6912-1","Super Soarer",2012,"Creator","Model making","3 in 1","Normal","Box",4,"Retail",130,0,3817,3.7,14.99,0,NA
"7099","6913-1","Blue Roadster",2012,"Creator","Model making","3 in 1","Normal","Box",5,"Retail",152,0,5981,3.5,14.99,0,NA
"7100","6914-1","Prehistoric Hunters",2012,"Creator","Model making","3 in 1","Normal","Box",4,"Retail",191,0,2465,3.5,17.99,1,27.99
"7101","7291-1","Street Rebel",2012,"Creator","Model making","3 in 1","Normal","Box",5,"Retail",196,0,1865,3.4,19.99,0,NA
"7102","7292-1","Propeller Adventures",2012,"Creator","Model making","3 in 1","Normal","Box",5,"Retail",241,0,2930,3.8,19.99,1,30
"7103","7345-1","Transport Chopper",2012,"Creator","Model making","3 in 1","Normal","Box",4,"Retail",383,0,2312,3.8,34.99,0,NA
"7104","7346-1","Seaside House",2012,"Creator","Model making","3 in 1","Normal","Box",6,"Retail",415,1,8561,4.2,49.99,2,67.273
"7105","7347-1","Highway Pickup",2012,"Creator","Model making","3 in 1","Normal","Box",8,"Retail",805,0,2449,4.2,79.99,2,84.99
"7106","8827-1","Classic Alien",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",2,"Retail",6,1,8904,3.8,NA,0,NA
"7107","8827-2","Highland Battler",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",7,1,9453,3.7,NA,2,130
"7108","8827-3","Sleepyhead",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",6,1,8549,3.7,NA,NA,NA
"7109","8827-4","Lady Liberty",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",8,1,9684,4.3,NA,NA,NA
"7110","8827-5","Bandit",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",8,1,9570,3.9,NA,NA,NA
"7111","8827-6","Flamenco Dancer",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",6,1,8668,3.2,NA,NA,NA
"7112","8827-7","Clockwork Robot",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",5,1,8526,4.1,NA,NA,NA
"7113","8827-8","Minotaur",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",8,1,10726,4.1,NA,NA,NA
"7114","8827-9","Leprechaun",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",9,1,9216,3.9,2.99,NA,NA
"7115","8827-10","Roman Soldier",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",7,1,7970,4.4,NA,NA,NA
"7116","8827-11","Surgeon",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",7,1,8033,3.8,NA,NA,NA
"7117","8827-12","Skater Girl",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",8,1,8379,3.4,NA,NA,NA
"7118","8827-13","Intergalactic Girl",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",9,1,8793,3.7,2.99,NA,NA
"7119","8827-14","Butcher",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",7,1,8267,4.1,NA,NA,NA
"7120","8827-15","Mechanic",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",7,1,8889,3.7,NA,NA,NA
"7121","8827-16","Genie",2012,"Collectable Minifigures","Miscellaneous","Series 6","Normal","Foil pack",0,"Retail",7,1,8621,4.1,NA,NA,NA
"7122","8831-1","Swimming Champion",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",2,"Retail",6,1,7035,3.6,NA,0,NA
"7123","8831-2","Aztec Warrior",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",7,1,8443,4.2,NA,1,135
"7124","8831-3","Bunny Suit Guy",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",6,1,8563,3.9,NA,NA,NA
"7125","8831-4","Bride",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",11,1,7066,3.7,NA,NA,NA
"7126","8831-5","Ocean King",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",7,1,8493,3.9,NA,NA,NA
"7127","8831-6","Bagpiper",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",7,1,9293,4.2,NA,NA,NA
"7128","8831-7","Daredevil",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",8,1,8174,3.5,NA,NA,NA
"7129","8831-8","Galaxy Patrol",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",7,1,10430,4,NA,NA,NA
"7130","8831-9","Tennis Ace",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",6,1,7936,3.5,2.99,NA,NA
"7131","8831-10","Jungle Boy",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",7,1,9039,3.3,2.99,NA,NA
"7132","8831-11","Hippie",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",9,1,8886,3.7,NA,NA,NA
"7133","8831-12","Computer Programmer",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",7,1,9107,3.8,NA,NA,NA
"7134","8831-13","Viking Woman",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",10,1,8660,3.8,NA,NA,NA
"7135","8831-14","Evil Knight",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",8,1,9480,4,NA,NA,NA
"7136","8831-15","Rocker Girl",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",6,1,7453,3.7,NA,NA,NA
"7137","8831-16","Grandma Visitor",2012,"Collectable Minifigures","Miscellaneous","Series 7","Normal","Foil pack",0,"Retail",7,1,7847,3.5,NA,NA,NA
"7138","8833-1","Evil Robot",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",2,"Retail",8,1,8037,3.6,NA,0,NA
"7139","8833-2","Conquistador",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",8,1,7711,4,NA,3,150
"7140","8833-3","Lederhosen Guy",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",6,1,6656,3.8,NA,NA,NA
"7141","8833-4","Cowgirl",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",6,1,7039,3.5,NA,NA,NA
"7142","8833-5","Football Player",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",8,1,6808,3.4,NA,NA,NA
"7143","8833-6","Diver",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",8,1,7170,3.9,NA,NA,NA
"7144","8833-7","Downhill Skier",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",9,1,5928,3.3,NA,NA,NA
"7145","8833-8","Businessman",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",7,1,6294,3.7,NA,NA,NA
"7146","8833-9","Fairy",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",8,1,6391,3.4,2.99,NA,NA
"7147","8833-10","Santa",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",7,1,8913,3.9,NA,NA,NA
"7148","8833-11","Vampire Bat",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",5,1,7612,3.6,NA,NA,NA
"7149","8833-12","DJ",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",7,1,8000,3.7,NA,NA,NA
"7150","8833-13","Red Cheerleader",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",7,1,6891,3.4,NA,NA,NA
"7151","8833-14","Actor",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",7,1,6965,4,NA,NA,NA
"7152","8833-15","Pirate Captain",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",6,1,8114,3.8,NA,NA,NA
"7153","8833-16","Alien Villainess",2012,"Collectable Minifigures","Miscellaneous","Series 8","Normal","Foil pack",0,"Retail",9,1,6709,4,NA,NA,NA
"7154","8909-1","Brawny Boxer",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",1,"Retail",6,1,2375,4.4,NA,0,NA
"7155","8909-2","Stealth Swimmer",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",0,"Retail",6,1,2395,3.8,NA,0,NA
"7156","8909-3","Relay Runner",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",0,"Retail",7,1,2397,3.7,NA,NA,NA
"7157","8909-4","Judo Fighter",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",0,"Retail",6,1,2362,3.6,NA,NA,NA
"7158","8909-5","Tactical Tennis Player",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",0,"Retail",7,1,2407,3.5,NA,NA,NA
"7159","8909-6","Flexible Gymnast",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",0,"Retail",9,1,2471,3.9,NA,NA,NA
"7160","8909-7","Wondrous Weightlifter",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",0,"Retail",9,1,2265,4.2,NA,NA,NA
"7161","8909-8","Horseback rider",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",0,"Retail",6,1,2307,3.9,NA,NA,NA
"7162","8909-9","Agile Archer",2012,"Collectable Minifigures","Miscellaneous","Team GB","Normal","Foil pack",0,"Retail",7,1,2477,4,NA,NA,NA
"7163","9092-1","Crazy Demon",2012,"Racers","Racing",NA,"Normal","Box",2,"Retail",86,1,1168,3.3,9.99,0,NA
"7164","9093-1","Bone Cruncher",2012,"Racers","Racing",NA,"Normal","Box",2,"Retail",87,1,1244,3.7,9.99,1,10.8
"7165","9094-1","Star Striker",2012,"Racers","Racing",NA,"Normal","Box",2,"Retail",88,1,1268,3.5,9.99,1,14.88
"7166","9095-1","Nitro Predator",2012,"Racers","Racing",NA,"Normal","Box",2,"Retail",87,1,1235,3.5,9.99,0,NA
"7167","9209-1","Community Services Set",2012,"Education","Educational","Duplo","Normal","{Not specified}",0,"{Not specified}",130,12,21,0,NA,0,NA
"7168","9218-1","Wild Animals Set",2012,"Education","Educational","Duplo","Normal","{Not specified}",0,"{Not specified}",98,0,44,0,NA,0,NA
"7169","9388-1","Small building plates",2012,"Education","Educational",NA,"Normal","{Not specified}",0,"{Not specified}",22,0,200,0,NA,0,NA
"7170","9389-1","Community Starter Set",2012,"Education","Educational",NA,"Normal","Tub",0,"Educational",1907,0,36,0,NA,0,NA
"7171","9390-1","Mini Tow Truck",2012,"Technic","Technical",NA,"Normal","Box",4,"Retail",136,0,3634,3.6,11.99,1,19.99
"7172","9391-1","Tracked Crane",2012,"Technic","Technical",NA,"Normal","Box",3,"Retail",218,0,3715,3.7,19.99,0,NA
"7173","9392-1","Quad Bike",2012,"Technic","Technical",NA,"Normal","Box",3,"Retail",199,0,4235,3.8,24.99,0,NA
"7174","9393-1","Tractor",2012,"Technic","Technical",NA,"Normal","Box",2,"Retail",353,0,2668,4.1,39.99,2,58.7824
"7175","9394-1","Jet Plane",2012,"Technic","Technical",NA,"Normal","Box",4,"Retail",499,0,3175,3.9,49.99,0,NA
"7176","9395-1","Pick-Up Tow Truck",2012,"Technic","Technical",NA,"Normal","Box",6,"Retail",954,0,4096,3.7,69.99,1,110
"7177","9396-1","Helicopter",2012,"Technic","Technical",NA,"Normal","Box",4,"Retail",1056,0,5343,4.1,119.99,1,195.95
"7178","9397-1","Logging Truck",2012,"Technic","Technical",NA,"Normal","Box",5,"Retail",1308,0,3796,4,139.99,3,238
"7179","9398-1","4x4 Crawler",2012,"Technic","Technical",NA,"Normal","Box",5,"Retail",1327,0,7939,4.1,199.99,2,200
"7180","9440-1","Venomari Shrine",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",2,"Retail",86,1,8700,3.5,6.99,0,NA
"7181","9441-1","Kai's Blade Cycle",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",2,"Retail",188,2,7625,3.7,14.99,0,NA
"7182","9442-1","Jay's Storm Fighter",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",2,"Retail",243,2,6194,3.9,24.99,1,50
"7183","9443-1","Rattlecopter",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",2,"Retail",327,3,4868,3.9,29.99,0,NA
"7184","9444-1","Cole's Tread Assault",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",4,"Retail",286,2,4325,3.9,39.99,2,150
"7185","9445-1","Fangpyre Truck Ambush",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",4,"Retail",452,4,3474,3.9,49.99,0,NA
"7186","9446-1","Destiny's Bounty",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",4,"Retail",680,6,3343,4.2,79.99,2,175
"7187","9447-1","Lasha's Bite Cycle",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",2,"Retail",250,2,3668,3.7,24.99,0,NA
"7188","9448-1","Samurai Mech",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",4,"Retail",452,3,5323,4.1,39.99,2,106.25
"7189","9449-1","Ultra Sonic Raider",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",4,"Retail",622,6,3918,4.2,79.99,1,209.99
"7190","9450-1","Epic Dragon Battle",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",6,"Retail",915,7,4273,4.3,119.99,0,NA
"7191","9455-1","Fangpyre Mech",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",2,"Retail",255,2,1697,3.8,24.99,2,60
"7192","9456-1","Spinner Battle Arena",2012,"Ninjago","Action/Adventure","Spinners","Normal","Box",4,"Retail",418,2,872,3.4,39.99,1,95.9395
"7193","9457-1","Fangpyre Wrecking Ball",2012,"Ninjago","Action/Adventure","Rise of the Snakes","Normal","Box",2,"Retail",415,3,1273,3.9,49.99,3,181.1694
"7194","9461-1","The Swamp Creature",2012,"Monster Fighters","Action/Adventure",NA,"Normal","Box",2,"Retail",70,2,10680,3.7,6.99,7,24.5
"7195","9462-1","The Mummy",2012,"Monster Fighters","Action/Adventure",NA,"Normal","Box",4,"Retail",90,2,9633,3.6,11.99,9,37.99
"7196","9463-1","The Werewolf",2012,"Monster Fighters","Action/Adventure",NA,"Normal","Box",2,"Retail",243,2,9157,3.8,19.99,13,55
"7197","9464-1","The Vampyre Hearse",2012,"Monster Fighters","Action/Adventure",NA,"Normal","Box",4,"Retail",314,3,8176,4.2,34.99,5,79.99
"7198","9465-1","The Zombies",2012,"Monster Fighters","Action/Adventure",NA,"Normal","Box",2,"Retail - limited",447,4,3347,4.2,39.99,2,270
"7199","9466-1","The Crazy Scientist & His Monster",2012,"Monster Fighters","Action/Adventure",NA,"Normal","Box",4,"Retail",430,4,6355,4.1,49.99,12,81.5034
"7200","9467-1","The Ghost Train",2012,"Monster Fighters","Action/Adventure",NA,"Normal","Box",4,"Retail",741,5,6868,4.2,79.99,8,170
"7201","9468-1","Vampyre Castle",2012,"Monster Fighters","Action/Adventure",NA,"Normal","Box",8,"Retail",949,7,7320,4.4,99.99,8,275
"7202","9469-1","Gandalf Arrives",2012,"The Lord of the Rings","Licensed","The Fellowship of the Ring","Normal","Box",2,"Retail",83,2,15190,4.1,12.99,20,90
"7203","9470-1","Shelob Attacks",2012,"The Lord of the Rings","Licensed","The Return of the King","Normal","Box",2,"Retail",227,3,12813,4.1,19.99,11,95
"7204","9471-1","Uruk-Hai Army",2012,"The Lord of the Rings","Licensed","The Two Towers","Normal","Box",2,"Retail",257,6,10963,4.3,29.99,9,185
"7205","9472-1","Attack On Weathertop",2012,"The Lord of the Rings","Licensed","The Fellowship of the Ring","Normal","Box",2,"Retail",430,5,9697,4.3,59.99,18,222
